Data,Hora_Jg,Liga,rodada,casa,fora,Met_final,Confianca_regra,CS%_Ca,CS%_Fo,Ht_CS%_Gral_Ca,Ht_CS%_Ca,Ht_CS%_Gral_Fo,Ht_CS%_Fo,%Pri_Mark_Gral_Ca,%Pri_Mark_Ca,%Pri_Mark_Gral_Fo,%Pri_Mark_Fo,Delta_Share,Delta_ScoreS,xG_Saldo_Ca,xG_Saldo_Fo,%V_Ca,%E_Ca,%D_Ca,%V_Fo,%E_Fo,%D_Fo,Pos_lga_Gl_Ca,Pos_lga_Gl_Fo,Pos_lga_Ca,Pos_lga_Fo,Over25%_Ca,Over25%_Fo,AMB%_Ca,AMB%_Fo,jgs_Ca,jgs_Fo,Score%_Ca,Score%_Fo,Risco_Emp,Over25_mean,AMB_mean,Amostra_min,xG_Total,BC_h1_vitoria,BC_h2_derrota_fo,BC_h3_score,BC_h4_empate,BC_h5_amostra,BC_hard_ok,BC_hard_pts,BC_s1_share,BC_s2_scores,BC_s3_cs,BC_s4_xg,BC_soft_pts,BC_score,BF_h1_vitoria,BF_h2_derrota_ca,BF_h3_score,BF_h4_empate,BF_h5_amostra,BF_hard_ok,BF_hard_pts,BF_s1_share,BF_s2_scores,BF_s3_cs,BF_s4_xg,BF_soft_pts,BF_score,OV_h1_over25,OV_h2_amb,OV_h3_defesas,OV_hard_ok,OV_hard_pts,OV_s1_xg_total,OV_s2_equilibrio,OV_soft_pts,OV_score,BTTS_h1_amb,BTTS_h2_over,BTTS_h3_defesas,BTTS_hard_ok,BTTS_hard_pts,BTTS_s1_xg_duplo,BTTS_s2_historico,BTTS_soft_pts,BTTS_score,Diff_Pos,Forma_Ca,Forma_Fo,BC_score_norm,BF_score_norm,OV_score_norm,BTTS_score_norm,Met_sugerido,Lado_Ap,Score_Escolhido,Confianca,Alertas,IVR_Base,IVR_Total,Classificacao_IVR,Stake_Sugerida,Alerta_IVR,Explicacao_IVR
2026-03-07,10:00,Franca_2,26,Troyes,Clermont,Back_Casa,Alta,0.31,0.31,0.6,0.54,0.56,0.46,0.44,0.62,0.32,0.31,0.19999999999999996,1.63,0.8300000000000001,-0.56,0.77,0.08,0.15,0.23,0.23,0.54,1,13,1,16,0.62,0.46,0.62,0.46,13,13,1.31,0.38,0.23,0.54,0.54,13,3.39,True,True,True,True,True,True,10,True,True,True,True,4,16,False,False,False,True,True,False,4,False,False,True,False,1,-1,False,True,True,False,4,True,False,1,-1,False,True,True,False,4,False,False,0,-1,15,0.62,-0.31000000000000005,14.0,-1.0,-1.0,-1.0,Back_Casa,Casa,14.0,Muito_Alta,✓ Sem alertas,14.0,14.403749999999999,ALTA CONFIANÇA,1.2,⚠️ CS alto do adversário (0.31 ≥ 0.20) | ⚠️ Mismatch posição geral (diff=-12) | ✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.27 | Ajuste_xG=+0.28 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.29 | IVR_Total=14.40
2026-03-08,09:30,Belgica_1,28,Club Brugge,RSC Anderlecht,Back_Casa,Alta,0.38,0.23,0.56,0.77,0.63,0.54,0.63,0.77,0.56,0.54,0.19999999999999996,1.5299999999999994,0.81,-0.28,0.77,0.08,0.15,0.31,0.23,0.46,2,4,2,10,0.62,0.38,0.54,0.38,13,13,1.23,0.45999999999999996,0.23,0.5,0.46,13,3.09,True,True,True,True,True,True,10,True,True,True,True,4,16,False,False,False,True,True,False,4,False,False,True,False,1,-1,False,False,False,False,0,True,False,1,-1,False,True,True,False,4,False,False,0,-1,8,0.62,-0.15000000000000002,14.0,-1.0,-1.0,-1.0,Back_Casa,Casa,14.0,Muito_Alta,✓ Sem alertas,14.0,14.39125,ALTA CONFIANÇA,1.2,⚠️ CS alto do adversário (0.23 ≥ 0.20) | ✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.26 | Ajuste_xG=+0.28 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.29 | IVR_Total=14.39
2026-03-07,12:30,Holanda_2,30,Almere City,ADO Den Haag,Back_Fora,Alta,0.36,0.43,0.46,0.79,0.66,0.79,0.54,0.79,0.72,0.71,-0.08000000000000002,-0.7199999999999998,0.6200000000000001,1.0699999999999998,0.5,0.14,0.36,0.79,0.07,0.14,7,1,8,1,0.71,0.79,0.5,0.5,14,14,0.64,1.15,0.14,0.75,0.5,14,3.69,True,False,False,True,True,False,6,False,False,True,True,2,-1,True,True,True,True,True,True,10,True,True,True,True,4,16,True,True,False,False,4,True,True,2,-1,False,True,False,False,2,True,True,2,-1,-7,0.14,0.65,-1.0,14.0,-1.0,-1.0,Back_Fora,Fora,14.0,Muito_Alta,✓ Sem alertas,14.0,14.360499999999998,ALTA CONFIANÇA,1.2,⚠️ CS alto do adversário (0.36 ≥ 0.20) | ✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.12 | Ajuste_xG=+0.28 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.18 | IVR_Total=14.36
2026-03-07,09:30,Inglaterra_3,36,Huddersfield Town,Rotherham United,Back_Casa,Alta,0.47,0.19,0.6,0.71,0.52,0.38,0.54,0.71,0.39,0.31,0.21999999999999997,1.6799999999999997,0.49,-0.44999999999999996,0.59,0.29,0.12,0.19,0.13,0.69,6,23,6,24,0.59,0.5,0.53,0.38,17,16,1.2799999999999998,0.31,0.29,0.5449999999999999,0.455,16,2.94,True,True,True,True,True,True,10,True,True,True,True,4,16,False,False,False,True,True,False,4,False,False,True,False,1,-1,False,False,False,False,0,True,False,1,-1,False,True,False,False,2,False,False,0,-1,18,0.47,-0.49999999999999994,14.0,-1.0,-1.0,-1.0,Back_Casa,Casa,14.0,Muito_Alta,✓ Sem alertas,14.0,14.332499999999998,ALTA CONFIANÇA,1.2,⚠️ Mismatch posição geral (diff=-17) | ✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.29 | Ajuste_xG=+0.17 | Ajuste_CS_1X2=+0.24 | Penal_risco_emp=-0.36 | IVR_Total=14.33
2026-03-07,16:00,Holanda_1,26,PSV,AZ,Back_Casa,Alta,0.17,0.31,0.48,0.42,0.44,0.38,0.76,0.83,0.56,0.38,0.13999999999999996,1.1599999999999997,1.16,0.25,0.75,0.17,0.08,0.46,0.08,0.46,1,6,1,4,0.92,0.54,0.75,0.54,12,13,1.21,0.54,0.17,0.73,0.645,12,3.41,True,True,True,True,True,True,10,True,True,False,True,3,14,True,False,False,True,True,False,6,False,False,True,True,2,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,True,True,2,8,3,0.67,0.0,12.25,-1.0,12.25,14.0,BTTS,Ambas_Marcam,14.0,Alta,✓ Sem alertas,14.0,14.297374999999999,ALTA CONFIANÇA,1.2,✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.19 | Ajuste_xG=+0.25 | Penal_risco_emp=-0.05 | Penal_CS_OverBTTS=-0.10 | IVR_Total=14.30
2026-03-08,12:00,Grecia_1,24,Volos NFC,OFI,Sem_Entrada,—,0.18,0.1,0.48,0.45,0.45,0.3,0.43,0.55,0.55,0.6,0.15999999999999998,0.8799999999999999,-0.3500000000000001,-1.0699999999999998,0.36,0.27,0.36,0.3,0.1,0.6,9,7,7,12,0.45,0.9,0.55,0.5,11,10,0.96,0.6599999999999999,0.27,0.675,0.525,10,3.42,False,True,True,True,True,False,8,True,True,False,False,2,-1,False,True,False,True,True,False,6,False,False,False,False,0,-1,True,True,True,True,6,True,True,2,8,False,True,True,False,4,False,True,1,-1,5,0.0,-0.3,-1.0,-1.0,14.0,-1.0,Over_25,Over_2.5,14.0,Alta,✓ Sem alertas,14.0,14.280625000000002,ALTA CONFIANÇA,1.2,✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.17 | Ajuste_xG=+0.26 | Penal_risco_emp=-0.08 | Penal_CS_OverBTTS=-0.06 | IVR_Total=14.28
2026-03-07,09:00,Alemanha_2,25,Paderborn,Eintracht Braunschweig,Back_Casa,Alta,0.17,0.18,0.58,0.42,0.5,0.55,0.58,0.5,0.46,0.36,0.13999999999999996,1.0099999999999998,0.6399999999999999,0.05999999999999983,0.67,0.08,0.25,0.27,0.09,0.64,2,16,4,15,0.75,0.64,0.75,0.64,12,11,1.31,0.52,0.09,0.6950000000000001,0.6950000000000001,11,2.6999999999999997,True,True,True,True,True,True,10,True,True,False,True,3,15,False,False,False,True,True,False,4,False,False,True,True,2,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,True,True,2,8,11,0.42000000000000004,-0.37,13.125,-1.0,12.25,14.0,BTTS,Ambas_Marcam,14.0,Alta,✓ Sem alertas,14.0,14.152125,ALTA CONFIANÇA,1.2,✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.18 | Ajuste_xG=+0.07 | Penal_CS_OverBTTS=-0.07 | IVR_Total=14.15
2026-03-07,17:00,Espanha_2,29,Málaga CF,Real Valladolid,Back_Casa,Alta,0.29,0.29,0.61,0.71,0.57,0.57,0.61,0.71,0.36,0.36,0.13999999999999996,1.1600000000000006,0.45999999999999996,-0.27,0.64,0.29,0.07,0.29,0.29,0.43,5,18,2,14,0.64,0.5,0.64,0.43,14,14,1.07,0.36,0.29,0.5700000000000001,0.535,14,2.73,True,True,True,True,True,True,10,True,True,True,True,4,16,False,False,False,True,True,False,4,False,False,True,False,1,-1,True,True,True,True,6,True,False,1,7,False,True,True,False,4,False,False,0,-1,12,0.5700000000000001,-0.14,14.0,-1.0,12.25,-1.0,Back_Casa,Casa,14.0,Muito_Alta,✓ Sem alertas,14.0,14.129999999999999,ALTA CONFIANÇA,1.2,⚠️ CS alto do adversário (0.29 ≥ 0.20) | ⚠️ Mismatch posição geral (diff=-13) | ✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.19 | Ajuste_xG=+0.16 | Ajuste_CS_1X2=+0.14 | Penal_risco_emp=-0.36 | IVR_Total=14.13
2026-03-07,17:00,Espanha_1,27,Athletic Club Bilbao,FC Barcelona,Sem_Entrada,—,0.23,0.23,0.58,0.69,0.5,0.38,0.46,0.62,0.73,0.69,-0.020000000000000018,-0.2400000000000002,0.79,0.9599999999999997,0.54,0.15,0.31,0.62,0.08,0.31,9,1,7,2,0.46,0.77,0.54,0.77,13,13,0.8500000000000001,0.9299999999999999,0.15,0.615,0.655,13,3.75,True,False,True,True,True,False,8,False,False,True,True,2,-1,True,False,True,True,True,False,8,False,True,True,True,3,-1,True,True,True,True,6,True,True,2,8,True,True,True,True,6,True,True,2,8,-5,0.23000000000000004,0.31,-1.0,-1.0,14.0,14.0,Over_25,Over_2.5,14.0,Alta,✓ Sem alertas,14.0,14.124125,ALTA CONFIANÇA,1.2,✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_xG=+0.30 | Penal_CS_OverBTTS=-0.09 | IVR_Total=14.12
2026-03-07,12:00,Inglaterra_3,36,Barnsley,Exeter City,Back_Casa,Alta,0.07,0.24,0.39,0.4,0.48,0.53,0.52,0.6,0.42,0.41,0.10000000000000003,0.75,0.27,-0.5900000000000001,0.53,0.2,0.27,0.24,0.24,0.53,13,15,11,15,0.73,0.41,0.73,0.41,15,17,1.06,0.51,0.24,0.57,0.57,15,2.8600000000000003,True,True,True,True,True,True,10,True,True,False,True,3,13,False,False,False,True,True,False,4,False,False,True,False,1,-1,True,True,True,True,6,True,True,2,8,True,True,True,True,6,False,False,0,6,4,0.26,-0.29000000000000004,11.375,-1.0,14.0,10.5,Over_25,Over_2.5,14.0,Alta,✓ Sem alertas,14.0,14.106750000000002,ALTA CONFIANÇA,1.2,✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.13 | Ajuste_xG=+0.12 | Penal_risco_emp=-0.07 | Penal_CS_OverBTTS=-0.06 | IVR_Total=14.11
2026-03-08,11:30,Rep_Tcheca_1,25,Karviná,Pardubice,Sem_Entrada,—,0.17,0.09,0.42,0.33,0.46,0.55,0.46,0.33,0.33,0.36,0.10000000000000003,0.6199999999999997,0.30000000000000004,-0.6199999999999999,0.33,0.17,0.5,0.27,0.27,0.45,8,12,11,10,0.5,0.64,0.58,0.73,12,11,0.78,0.77,0.27,0.5700000000000001,0.655,11,2.92,False,True,False,True,True,False,6,True,True,False,True,3,-1,False,True,False,True,True,False,6,False,False,False,False,0,-1,True,True,True,True,6,True,True,2,8,True,True,True,True,6,False,True,1,7,-1,-0.16999999999999998,-0.18,-1.0,-1.0,14.0,12.25,Over_25,Over_2.5,14.0,Alta,✓ Sem alertas,14.0,14.106125000000002,ALTA CONFIANÇA,1.2,✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.11 | Ajuste_xG=+0.13 | Penal_risco_emp=-0.08 | Penal_CS_OverBTTS=-0.05 | IVR_Total=14.11
2026-03-06,16:00,Holanda_2,30,Eindhoven,Ajax II,Back_Casa,Alta,0.29,0.14,0.48,0.5,0.34,0.29,0.45,0.57,0.31,0.29,0.13999999999999996,0.8199999999999998,-0.30000000000000004,-0.5,0.43,0.14,0.43,0.14,0.21,0.64,13,20,12,19,0.64,0.64,0.43,0.64,14,14,1.07,0.5700000000000001,0.21,0.64,0.535,14,2.8,False,True,True,True,True,False,8,True,True,True,False,3,-1,False,True,False,True,True,False,6,False,False,False,False,0,-1,True,True,True,True,6,True,True,2,8,False,True,True,False,4,False,False,0,-1,7,0.0,-0.5,-1.0,-1.0,14.0,-1.0,Over_25,Over_2.5,14.0,Alta,✓ Sem alertas,14.0,14.099874999999999,ALTA CONFIANÇA,1.2,✓ Sem alertas,Base(Score_Escolhido)=14.00 | Ajuste_deltas=+0.15 | Ajuste_xG=+0.10 | Penal_risco_emp=-0.07 | Penal_CS_OverBTTS=-0.09 | IVR_Total=14.10
2026-03-08,09:30,Alemanha_2,25,Hannover 96,Greuther Fürth,Back_Casa,Alta,0.36,0.0,0.67,0.73,0.29,0.33,0.67,0.45,0.38,0.33,0.24,1.73,0.76,-0.3999999999999999,0.55,0.18,0.27,0.25,0.08,0.67,5,18,7,17,0.73,0.75,0.45,0.67,11,12,1.2200000000000002,0.52,0.18,0.74,0.56,11,3.16,True,True,True,True,True,True,10,True,True,True,True,4,15,False,False,False,True,True,False,4,False,False,False,False,0,-1,True,True,False,False,4,True,False,1,-1,True,True,True,True,6,False,False,0,6,10,0.28,-0.42000000000000004,13.125,-1.0,-1.0,10.5,Back_Casa,Casa,13.125,Muito_Alta,✓ Sem alertas,13.125,14.09875,CONFIANÇA MÉDIA,1.0,⚠️ Mismatch posição geral (diff=-13) | ✓ Sem alertas,Base(Score_Escolhido)=13.12 | Ajuste_deltas=+0.30 | Ajuste_xG=+0.27 | Ajuste_CS_1X2=+0.63 | Penal_risco_emp=-0.22 | IVR_Total=14.10
2026-03-08,16:00,Holanda_1,26,NEC,Volendam,Back_Casa,Alta,0.25,0.0,0.28,0.42,0.36,0.17,0.52,0.67,0.32,0.08,0.37999999999999995,2.39,0.47,-1.3699999999999999,0.58,0.17,0.25,0.08,0.17,0.75,4,14,5,17,0.92,0.58,0.75,0.42,12,12,1.33,0.33,0.17,0.75,0.585,12,3.84,True,True,True,True,True,True,10,True,True,True,True,4,15,False,False,False,True,True,False,4,False,False,False,False,0,-1,True,True,True,True,6,True,False,1,7,True,True,True,True,6,False,False,0,6,12,0.32999999999999996,-0.67,13.125,-1.0,12.25,10.5,Back_Casa,Casa,13.125,Muito_Alta,✓ Sem alertas,13.125,14.0925,CONFIANÇA MÉDIA,1.0,⚠️ Mismatch posição geral (diff=-10) | ✓ Sem alertas,Base(Score_Escolhido)=13.12 | Ajuste_deltas=+0.38 | Ajuste_xG=+0.16 | Ajuste_CS_1X2=+0.63 | Penal_risco_emp=-0.21 | IVR_Total=14.09
